CustomerID,Age,Education,EmploymentType,EmploymentSector,EmploymentLengthYears,MonthlyIncome,MaritalStatus,Dependents,PropertyOwnership,CreditScore,ExistingLoans,MonthlyDebt,YearsWithBank,HasSavingsAccount,HasCheckingAccount,LoanPurpose,LoanAmount,LoanTermMonths,InterestRate,LoanDefault,LoanPurposeDescription
350,38,Bachelor,Full-Time,Other,1,10696.971647379058,Single,0,Rent,771,1,2103.134141170919,17,0,0,Car Loan,33500.233840276895,48,5.9763650819253336,0,Looking to finance a car because itâ€™s a lot more expensive than the car itself.
351,42,Master,Full-Time,Services,13,13189.494561319842,Divorced,1,Own with Mortgage,828,0,3208.327170151682,2,0,1,Debt Consolidation,10735.428174029104,60,5.931940807230214,0,"Applying for debt consolidation to reduce the deficit,â€ he said."
352,19,Below High School,Full-Time,Other,0,2110.717680545211,Single,0,Rent,519,0,809.6533481625193,1,0,1,Home Improvement,14890.43664483171,12,18.78825263677913,1,Need funds for the next two weeks.
353,20,High School,Full-Time,Technology,0,3377.6055236047255,Single,0,Own Outright,581,2,1815.836944927348,0,1,1,Debt Consolidation,7603.875399096833,48,13.74729246155119,0,"I want to consolidate my debts to the highest bidder, but I don't want to put my money where my mouth is, and I don't want to put"
354,24,High School,Unemployed,Healthcare,0,23.27790783391126,Married,1,Rent,499,1,12.117787112976162,2,1,1,Wedding,24637.794622476096,36,19.685910000593424,1,Need funds for the project.
355,25,Bachelor,Full-Time,Construction,0,11688.52304017979,Married,3,Rent,677,3,1992.3639938087715,0,1,1,Business,47297.71579027185,120,10.191951155676229,1,Applying for business credit to the credit card company is a simple one-off.
356,49,High School,Part-Time,Education,19,5778.239779143756,Married,3,Rent,608,2,2008.8723250034739,4,1,1,Debt Consolidation,40599.09105939056,36,12.764202610883117,1,
357,64,Bachelor,Self-Employed,Manufacturing,35,8188.746850209707,Married,2,Own with Mortgage,669,2,1322.7355755751273,20,1,1,Wedding,19179.269497984642,12,10.385871828304612,0,Applying for financing to cover the costs of the project.
358,25,Master,Full-Time,Technology,2,11268.204653747824,Married,2,Own with Mortgage,803,0,2722.6641940765035,2,1,1,Debt Consolidation,14920.070191043853,36,5.835760285418726,0,Need to refinance existing loans because it's too late.
359,39,Bachelor,Full-Time,Government,14,13949.035281356326,Married,0,Own with Mortgage,774,0,883.3980971389078,0,1,1,Vacation,17960.200548630102,60,5.343584421803714,0,Applying for financing to cover the cost of the project.
360,69,High School,Full-Time,Manufacturing,11,7066.043777818919,Married,3,Own Outright,705,1,2063.448207180464,18,1,1,Home Improvement,21575.183653544398,12,8.137765344539154,0,"Need funds for the project, and we will be working on a couple more projects."
361,51,Associate,Full-Time,Finance,19,8552.058341,Married,1,Own with Mortgage,734,2,2899.713619917789,25,1,1,Home Improvement,26049.259287417717,36,7.006150640465341,0,Need funds for the project.
362,27,Associate,Part-Time,Government,5,5551.368735,Married,1,Rent,570,3,1840.0446744413348,9,0,1,Car Loan,32559.10318097285,72,15.30143403771335,1,"Looking to finance a car because it has a lot of internal combustion engine parts, and itâ€™s a good idea to have a car that is a"
363,52,Associate,Full-Time,Services,21,9690.719841772941,Widowed,0,Own Outright,797,1,756.0954985874034,16,0,0,Wedding,26711.69939744782,48,5.736380567235228,0,Applying for financing to cover the costs of the project.
364,25,Bachelor,Full-Time,Other,1,8335.800841462325,Married,0,Rent,625,2,3014.0572042222007,4,0,1,Car Loan,30809.388673108893,72,10.373631887901183,0,Looking to finance a car because it is a luxury.
365,69,Associate,Full-Time,Construction,22,5377.588964523812,Single,0,Own Outright,694,0,1028.846357,17,1,0,Home Improvement,5049.8033804767565,12,10.063403671704327,0,I need a personal loan for me to get a job.
366,51,High School,Part-Time,Government,22,2705.4117371779816,Single,0,Own with Mortgage,730,3,610.2957409103694,13,1,0,Medical,11483.372432927361,24,5.672942746597075,0,Applying for financing to cover the costs of the loan and the cost of the loan.
367,24,Below High School,Contract,Government,5,2306.273515965875,Divorced,0,Rent,573,0,1059.7358894979761,1,1,1,Medical,12344.861766358188,36,17.915097356378325,1,Applying for financing to cover the cost of the project.
368,51,Bachelor,Self-Employed,Services,4,10015.114918772088,Married,2,Rent,723,1,2855.0502018392935,22,1,1,Debt Consolidation,43009.96591,24,6.637121456149105,0,
369,55,Associate,Unemployed,Government,0,4731.893266791854,Married,3,Own Outright,573,1,1542.997940930797,15,0,0,Vacation,27093.33472078467,60,14.301535486120692,1,Need funds for a new project.
370,24,High School,Part-Time,Manufacturing,4,2109.9223211168664,Single,0,Living with Parents,597,3,536.4627094898973,5,1,1,Vacation,15961.708528053943,24,19.842186878344727,1,Need funds for the next few months.
371,26,Master,Part-Time,Finance,0,7511.401183221352,Divorced,2,Own with Mortgage,689,1,1173.9230112713049,8,0,1,Education,72500.54105176378,120,10.687368028022988,0,Need funding for my education in the first place.
372,21,High School,Unemployed,Construction,0,4972.387888538114,Single,0,Rent,583,3,2271.299455343875,2,1,1,Business,79533.98994,120,14.784946774876644,1,"Seeking financing to start my own medical school, Iâ€™d like to see my students, and I would like to see my students, and I would"
373,62,Below High School,Part-Time,Finance,1,1894.829349290824,Married,0,Rent,539,4,1252.3167326330854,17,1,1,Home Purchase,192774.63251751717,360,15.089044567523029,1,I am applying for a home loan to purchase a new home in the UK.
374,38,Bachelor,Self-Employed,Manufacturing,18,19359.31116,Single,0,Own with Mortgage,691,1,6528.087189949258,4,0,1,Wedding,21278.689622041853,12,8.733312313,0,I need a personal loan for me to get to work.
375,64,PhD,Full-Time,Services,9,17127.106759824044,Widowed,0,Own with Mortgage,730,1,6322.734729392865,21,1,1,Car Loan,34305.57553904245,48,6.733765349756107,0,I need a car loan to buy a vehicle for you.
376,19,High School,Unemployed,Education,0,4683.5078225356365,Widowed,0,Own with Mortgage,478,1,2585.2418830910206,1,1,0,Personal,9070.259699496546,36,16.51537839669495,1,Applying for financing to cover the cost of the project.
377,31,Bachelor,Full-Time,Education,7,11227.267973066735,Married,2,Own with Mortgage,669,1,4054.5421538187597,8,1,0,Personal,23683.00275343452,48,9.55362908,0,Applying for financing to cover the costs of the new project.
378,55,High School,Part-Time,Construction,14,3908.890640603411,Divorced,0,Own with Mortgage,752,0,473.2591244171322,7,1,0,Home Improvement,14787.052755037548,48,3.6665477809770426,0,Need funds for the first time in the history of the game.
379,22,Associate,Contract,Finance,3,1991.1273334315501,Single,0,Living with Parents,558,1,685.8840105815647,3,1,1,Car Loan,45448.28303707467,48,19.21111474028857,1,"Applying for auto financing to purchase a car, or to purchase a car that will be used for a loan or a loan."
380,42,High School,Self-Employed,Services,12,15682.026424068305,Widowed,0,Own Outright,815,2,1056.7185721183369,16,1,0,Wedding,18427.663545463693,12,5.3635986854608255,0,I need a personal loan for my children.
381,23,Associate,Contract,Finance,0,2601.4338200307684,Single,0,Rent,659,1,899.639539,3,1,0,Wedding,11648.21126580297,24,7.590193595675229,0,Applying for financing to cover the costs of the cost of the project.
382,33,Bachelor,Full-Time,Retail,8,11364.31304882731,Married,1,Own with Mortgage,756,1,1955.9045434295574,13,1,0,Education,24432.886550776886,60,3.9481331393482018,0,Applying for student financing for a student loan.
383,51,High School,Full-Time,Education,22,6239.408696440198,Widowed,0,Rent,666,1,1265.4847296764206,2,0,1,Business,109438.47849186984,360,9.39558412,1,Applying for business credit to an investment account.
384,59,Bachelor,Full-Time,Healthcare,27,5957.456868236899,Married,0,Rent,637,3,2945.9277225101887,15,0,1,Debt Consolidation,29200.557303647813,12,13.20669741939751,1,Need to refinance existing loans because itâ€™s not a bad idea.
385,63,High School,Self-Employed,Services,17,5807.861835403296,Single,0,Own Outright,762,1,887.3895365566882,27,1,0,Vacation,22253.07794,24,4.307474207942171,1,Applying for financing to cover the costs of the project.
386,38,Associate,Full-Time,Education,3,12599.213744656543,Married,1,Rent,653,1,2912.547411856568,19,1,1,Car Loan,40807.49770857299,72,8.815608998010193,0,Applying for auto financing to purchase the home.
387,22,Associate,Full-Time,Government,2,1938.257355894149,Single,0,Living with Parents,546,2,814.7014945945784,3,1,1,Medical,18395.692111827033,48,16.152596553807296,0,Applying for financing to cover the costs of the project.
388,68,Bachelor,Full-Time,Government,8,10080.076157532756,Married,3,Own Outright,839,1,624.1323037418392,9,0,1,Medical,20108.982992869278,36,4.808503427305021,0,Applying for financing to cover the cost of the project.
389,23,High School,Part-Time,Retail,1,942.3936493735785,Single,0,Living with Parents,542,4,408.24444554406006,1,1,0,Medical,23764.07746471179,36,17.63741177224821,1,I need a personal loan for my family.
390,39,Master,Full-Time,Healthcare,17,9195.135311602893,Single,0,Own with Mortgage,744,1,2723.687885198424,21,0,1,Education,40377.92192954371,120,6.2395597169139485,0,I need an education loan to pursue a career in finance.
391,19,Associate,Full-Time,Government,0,3414.572598087275,Single,0,Rent,659,1,1003.3373063692842,0,1,1,Personal,15726.55923256665,24,10.190034658196208,0,
392,53,PhD,Full-Time,Services,23,11444.121633729146,Single,0,Rent,698,1,2194.0103560766483,0,0,1,Home Improvement,15763.233461555188,12,10.61533962314333,0,Applying for financing to cover the cost of the program.
393,64,High School,Self-Employed,Technology,13,4878.663269615634,Married,2,Own Outright,753,1,618.4515083335588,28,1,1,Vacation,19296.80678067966,48,3.9611906328340982,0,I need a personal loan for my next project.
394,39,Bachelor,Full-Time,Construction,17,11993.368384543914,Divorced,1,Rent,714,0,4784.268086654529,11,1,0,Medical,5262.341028498611,24,5.947422477819212,0,Applying for financing to cover the cost of the project.
395,24,Below High School,Contract,Services,3,1269.0751363544632,Single,0,Living with Parents,543,1,635.3079770093448,5,1,1,Home Purchase,64274.81158098788,120,13.449462559525939,0,Looking to buy a house for my family because I have a few children.
396,28,Bachelor,Full-Time,Healthcare,1,10391.500615074134,Married,0,Own Outright,710,3,3931.3305616305306,10,0,1,Education,65131.612151033725,84,7.671919166398281,0,Need funding for my education in the classroom.
397,48,Bachelor,Full-Time,Technology,18,6768.313891836092,Single,0,Own with Mortgage,708,0,2092.2392126553605,25,1,0,Medical,8724.993403731085,36,7.737775626441024,0,I need a personal loan for my child.
398,56,Associate,Full-Time,Healthcare,30,4593.198030736088,Married,2,Living with Parents,764,2,921.2052941741956,3,0,1,Car Loan,27800.05500126665,60,4.640174825260032,1,Applying for auto financing to purchase a car.
399,64,Associate,Part-Time,Finance,34,2978.446504962643,Divorced,1,Own Outright,704,2,781.126463,13,1,1,Debt Consolidation,15686.535053851587,48,7.673794860542887,0,I want to consolidate my debts to the banks and the government.
400,65,Associate,Part-Time,Manufacturing,11,2779.7403388597286,Married,0,Own Outright,640,0,1226.7890374658834,5,1,1,Home Improvement,25501.687551391235,48,11.99251977419217,0,Applying for financing to cover the costs of the project.
401,47,Bachelor,Full-Time,Government,19,15554.335289425366,Single,0,Rent,707,1,3978.701174724435,17,1,1,Medical,20579.574035007325,48,8.014106805544523,1,Need funds for the next few months.
402,26,Bachelor,Full-Time,Retail,7,11066.14654591621,Married,2,Rent,658,2,2472.154575216605,6,1,1,Vacation,25234.028886962842,24,10.534753115030362,0,I need a personal loan for me to get back on the road to the UK.
403,25,Master,Contract,Services,0,7888.768493397967,Single,0,Living with Parents,636,2,2652.912526514445,0,1,0,Home Purchase,257371.80983274942,240,12.485169796198441,0,Need mortgage financing for a mortgage is one of the most important things you can do to help your family get back on the way.
404,31,Associate,Full-Time,Technology,10,6650.497566550777,Married,2,Own with Mortgage,702,1,1151.0192147650716,10,0,0,Car Loan,31840.08879197026,72,7.034971040641784,0,Applying for auto financing to purchase the car.
405,39,Associate,Full-Time,Construction,19,12954.885007872937,Married,1,Rent,773,2,3066.7231800096474,5,0,0,Personal,17787.878402080623,36,5.639061415439693,1,Applying for financing to cover the costs of the new project.
406,24,Bachelor,Unemployed,Technology,0,1053.1220362704391,Married,2,Rent,557,3,539.5399048176214,6,1,1,Wedding,10262.098681341487,24,17.225028244790845,1,Need funds for the first time.
407,23,Associate,Self-Employed,Retail,4,1409.9972755822523,Single,0,Living with Parents,629,3,362.1902555045513,4,0,0,Education,36495.08973453135,60,13.704696176279015,1,I need an education loan to pursue a career in finance.
408,38,Bachelor,Full-Time,Education,17,10932.978956891482,Divorced,0,Own Outright,680,3,2973.4330102678273,3,1,1,Vacation,22554.108216207813,60,10.552371223113035,1,Need funds for the new season.
409,25,Associate,Full-Time,Finance,1,8155.6931299863145,Married,0,Own Outright,680,1,2248.192441276524,4,1,0,Medical,19422.59711565898,24,8.183350457293155,0,Applying for financing to cover expenses and expenses.
410,48,Bachelor,Full-Time,Manufacturing,17,14780.339798130071,Divorced,1,Own with Mortgage,685,3,2761.3482316550558,21,1,0,Wedding,5196.039769,48,9.066856988936465,0,Applying for financing to cover the costs of the project.
411,35,High School,Full-Time,Other,9,7514.823173784276,Married,0,Own Outright,741,1,2639.751321672784,13,0,1,Car Loan,43804.43317646186,72,7.1327618983410925,0,I need a car loan to buy a vehicle for me.
412,18,Bachelor,Contract,Construction,0,3511.2027660656527,Single,0,Rent,520,0,1959.060662025122,0,0,1,Medical,14522.271415775538,60,18.89483246194996,0,"Applying for financing to cover the costs of the cost of the project, the cost of the project, and the cost of the project."
413,45,High School,Self-Employed,Education,2,11891.753811834104,Widowed,0,Own Outright,745,3,3488.4508143953385,24,1,0,Car Loan,47476.52204517095,60,6.468936200091424,1,I need a car loan to buy a vehicle for the next 3 years.
414,21,High School,Unemployed,Finance,0,4715.103548228681,Single,0,Rent,569,2,2178.212530980379,1,0,1,Car Loan,32484.20454502313,60,13.883365637183656,1,
415,27,Associate,Full-Time,Other,4,5073.466943,Married,4,Own Outright,721,1,1188.8979114897015,8,1,1,Home Improvement,5483.190772940026,12,6.740928024755906,0,Applying for financing to cover the costs of the project.
416,22,Associate,Unemployed,Manufacturing,0,4887.114738568739,Single,0,Rent,528,1,2159.5085426183064,1,1,1,Education,20970.02908723231,60,17.096826128568924,1,I need an education loan to pursue a career in medicine.
417,42,Bachelor,Self-Employed,Other,4,16042.276711484783,Married,1,Rent,779,1,2096.3452733245763,15,1,1,Medical,26518.12246207224,24,4.805997775903305,1,Applying for financing to cover the costs of the project.
